slug,owner_id,clawhub_url,pools,version,display_name,api_url,license,downloads,stars,published_at_ms,summary
npc-dialogue-writer-skill,kn718mz8swgncz5z8ew773afvd834rm7,https://clawhub.ai/skills/npc-dialogue-writer-skill,clean_175;clean_pool,0.1.0,,https://clawhub.ai/api/v1/skills/npc-dialogue-writer-skill/versions/0.1.0,,,,1779701140533,
openplanet-plugin-dev,kn70db4t9jcx94v2xfcg0pymyd87f4nt,https://clawhub.ai/skills/openplanet-plugin-dev,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/openplanet-plugin-dev/versions/1.0.0,,,,1779805253707,
ops-issue-followup,kn72jabgc0tj36qs6v5a12fv8d8727j4,https://clawhub.ai/skills/ops-issue-followup,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/ops-issue-followup/versions/1.0.0,,,,1779710677889,
patent-disclosure,kn75kk4f194v78mdce4gz4x6v1832rbq,https://clawhub.ai/skills/patent-disclosure,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/patent-disclosure/versions/1.0.0,,,,1779735400668,
pdf-image-text-extractor,kn73hdehkbe5dwfzckzj8yhcw984t4cc,https://clawhub.ai/skills/pdf-image-text-extractor,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/pdf-image-text-extractor/versions/1.0.0,,,,1779799267460,
pfmea-process-fmea-drafter,kn798vfcxrgjdt230v34k8eqf584vpwv,https://clawhub.ai/skills/pfmea-process-fmea-drafter,clean_175;clean_pool,0.1.0,,https://clawhub.ai/api/v1/skills/pfmea-process-fmea-drafter/versions/0.1.0,,,,1779763058015,
pixelletter,kn743jesadjcvwky8s2s1js2vs87cvh7,https://clawhub.ai/skills/pixelletter,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/pixelletter/versions/1.0.0,,,,1779724597653,
post-summarizer,kn7enyn733nsfd93aztcb2w4qx82rgkr,https://clawhub.ai/skills/post-summarizer,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/post-summarizer/versions/1.0.0,,,,1779700446438,
post-update-maintenance,kn7bz8fq6vk4bqtfd8q20gjtgn83cc3w,https://clawhub.ai/skills/post-update-maintenance,clean_175;clean_pool,0.1.0,,https://clawhub.ai/api/v1/skills/post-update-maintenance/versions/0.1.0,,,,1779824790611,
pptx-localized,kn739kfjmwzb2nzjrashbwxvhn8589jp,https://clawhub.ai/skills/pptx-localized,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/pptx-localized/versions/1.0.0,,,,1779760314744,
product-video-script-skill-ugc,kn79q6d8fg01kce4chmzrkvmf986s4zr,https://clawhub.ai/skills/product-video-script-skill-ugc,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/product-video-script-skill-ugc/versions/1.0.0,,,,1779714120821,
prose-enhancer,kn7axg9zt4yaby5xnzh3ck6ep986cjbc,https://clawhub.ai/skills/prose-enhancer,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/prose-enhancer/versions/1.0.0,,,,1779693202252,
psd-batch-export,kn75g2sw7ssvtwkxyw4pce8t3d84mna2,https://clawhub.ai/skills/psd-batch-export,clean_175;clean_pool,2.5.2,,https://clawhub.ai/api/v1/skills/psd-batch-export/versions/2.5.2,,,,1779820380860,
psychology-paper-editor,kn78vpkgc3n7zxavjb47ve1nd186ffn1,https://clawhub.ai/skills/psychology-paper-editor,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/psychology-paper-editor/versions/1.0.0,,,,1779691973142,
psychology-paper-searcher,kn78vpkgc3n7zxavjb47ve1nd186ffn1,https://clawhub.ai/skills/psychology-paper-searcher,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/psychology-paper-searcher/versions/1.0.0,,,,1779692272536,
pt-plan-of-care-drafter,kn798vfcxrgjdt230v34k8eqf584vpwv,https://clawhub.ai/skills/pt-plan-of-care-drafter,clean_175;clean_pool,0.1.0,,https://clawhub.ai/api/v1/skills/pt-plan-of-care-drafter/versions/0.1.0,,,,1779763052235,
qdro-drafter,kn798vfcxrgjdt230v34k8eqf584vpwv,https://clawhub.ai/skills/qdro-drafter,clean_175;clean_pool,0.1.0,,https://clawhub.ai/api/v1/skills/qdro-drafter/versions/0.1.0,,,,1779842954410,
random-fact,kn73rm0shjes1zfwt8ng8hpw198688sh,https://clawhub.ai/skills/random-fact,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/random-fact/versions/1.0.0,,,,1779693938591,
records-retention-schedule-drafter,kn798vfcxrgjdt230v34k8eqf584vpwv,https://clawhub.ai/skills/records-retention-schedule-drafter,clean_175;clean_pool,0.1.0,,https://clawhub.ai/api/v1/skills/records-retention-schedule-drafter/versions/0.1.0,,,,1779763078765,
sg-handoff-receiver,kn71ntcwxg33gv53ryabqt0vw981g9my,https://clawhub.ai/skills/sg-handoff-receiver,clean_175;clean_pool,1.3.1,,https://clawhub.ai/api/v1/skills/sg-handoff-receiver/versions/1.3.1,,,,1779835587833,
sg-session-handoff,kn71ntcwxg33gv53ryabqt0vw981g9my,https://clawhub.ai/skills/sg-session-handoff,clean_175;clean_pool,1.5.1,,https://clawhub.ai/api/v1/skills/sg-session-handoff/versions/1.5.1,,,,1779835586506,
shiny-teaching-dashboard,kn7btkebmsjez27dmr03454tn9851zp3,https://clawhub.ai/skills/shiny-teaching-dashboard,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/shiny-teaching-dashboard/versions/1.0.0,,,,1779690497939,
signature-extractor,kn7b100az80bvnrfyg37z7bm6d87ehjq,https://clawhub.ai/skills/signature-extractor,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/signature-extractor/versions/1.0.0,,,,1779767226364,
skill-alipay,kn7c7940mcwpxdz93fm36yw85d81h21a,https://clawhub.ai/skills/skill-alipay,clean_175;clean_pool,1.0.2,,https://clawhub.ai/api/v1/skills/skill-alipay/versions/1.0.2,,,,1779723521070,
skill-auto-publish,kn7aeqth7vtkece5j16y05y1sn86vga3,https://clawhub.ai/skills/skill-auto-publish,clean_175;clean_pool,2.4.0,,https://clawhub.ai/api/v1/skills/skill-auto-publish/versions/2.4.0,,,,1779691062417,
skill-factory-image-to-code,kn70zthc74p61mvctddrancx0s832g4r,https://clawhub.ai/skills/skill-factory-image-to-code,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/skill-factory-image-to-code/versions/1.0.0,,,,1779701972872,
skill-factory-text-sql,kn70zthc74p61mvctddrancx0s832g4r,https://clawhub.ai/skills/skill-factory-text-sql,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/skill-factory-text-sql/versions/1.0.0,,,,1779701957421,
skill-naming-standard,kn74kwhpnth39yx1f3hc3vxdj983wmvj,https://clawhub.ai/skills/skill-naming-standard,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/skill-naming-standard/versions/1.0.0,,,,1779768912437,
sse-listed-company-mastery,kn7161c1ta3qh1fq8vxry4f3tn84m13s,https://clawhub.ai/skills/sse-listed-company-mastery,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/sse-listed-company-mastery/versions/1.0.0,,,,1779683551433,
structuring-git-workflow,kn72p011jjf6bmvxsnpjag9rkx87cpzn,https://clawhub.ai/skills/structuring-git-workflow,clean_175;clean_pool,0.1.1,,https://clawhub.ai/api/v1/skills/structuring-git-workflow/versions/0.1.1,,,,1779681455808,
subagent-bridge,kn7621a0m45rgjx0e1xjfy9th985ratg,https://clawhub.ai/skills/subagent-bridge,clean_175;clean_pool,1.1.0,,https://clawhub.ai/api/v1/skills/subagent-bridge/versions/1.1.0,,,,1779681045461,
teaching-app-builder,kn7btkebmsjez27dmr03454tn9851zp3,https://clawhub.ai/skills/teaching-app-builder,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/teaching-app-builder/versions/1.0.0,,,,1779690575705,
tella-cli,kn77d1fa4pehjw69mpnxk47z6182gh7z,https://clawhub.ai/skills/tella-cli,clean_175;clean_pool,0.1.0,,https://clawhub.ai/api/v1/skills/tella-cli/versions/0.1.0,,,,1779702657362,
testtau,kn70cbs54nbkmeqqpng6qvgn1587cznt,https://clawhub.ai/skills/testtau,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/testtau/versions/1.0.0,,,,1779721899043,
threat-actor-osint,kn7exkvs9fr4ybh3yx6986mfw985c17g,https://clawhub.ai/skills/threat-actor-osint,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/threat-actor-osint/versions/1.0.0,,,,1779790526947,
thunder-core,kn71pk44ca87scz3pstt90r66n80xhaa,https://clawhub.ai/skills/thunder-core,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/thunder-core/versions/1.0.0,,,,1779801219899,
traffic-accident-workflow,kn76ktxsg9g9tyj0d553rn3ens87enxv,https://clawhub.ai/skills/traffic-accident-workflow,clean_175;clean_pool,1.4.0,,https://clawhub.ai/api/v1/skills/traffic-accident-workflow/versions/1.4.0,,,,1779845515360,
tree-risk-assessment,kn798vfcxrgjdt230v34k8eqf584vpwv,https://clawhub.ai/skills/tree-risk-assessment,clean_175;clean_pool,0.1.0,,https://clawhub.ai/api/v1/skills/tree-risk-assessment/versions/0.1.0,,,,1779693647662,
tutur-bagongan-jogja,kn78j9e74mf9weg4sr1e7zmabd81s08b,https://clawhub.ai/skills/tutur-bagongan-jogja,clean_175;clean_pool,1.0.1,,https://clawhub.ai/api/v1/skills/tutur-bagongan-jogja/versions/1.0.1,,,,1779737741558,
tutur-bali,kn78j9e74mf9weg4sr1e7zmabd81s08b,https://clawhub.ai/skills/tutur-bali,clean_175;clean_pool,1.0.1,,https://clawhub.ai/api/v1/skills/tutur-bali/versions/1.0.1,,,,1779737749539,
tutur-gayo,kn78j9e74mf9weg4sr1e7zmabd81s08b,https://clawhub.ai/skills/tutur-gayo,clean_175;clean_pool,1.0.1,,https://clawhub.ai/api/v1/skills/tutur-gayo/versions/1.0.1,,,,1779737809235,
tutur-humanizer,kn78j9e74mf9weg4sr1e7zmabd81s08b,https://clawhub.ai/skills/tutur-humanizer,clean_175;clean_pool,1.0.1,,https://clawhub.ai/api/v1/skills/tutur-humanizer/versions/1.0.1,,,,1779737816619,
untrusted-binary-sandbox,kn705svk8fg9fxjjemwh40z5g187ee7a,https://clawhub.ai/skills/untrusted-binary-sandbox,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/untrusted-binary-sandbox/versions/1.0.0,,,,1779820164696,
update-docs,kn757byz6mqcb96vcajjfvk7y1828pms,https://clawhub.ai/skills/update-docs,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/update-docs/versions/1.0.0,,,,1779790728310,
vibe-ui,kn7at0sye30sqc4gzk1jbqsjcd85nst7,https://clawhub.ai/skills/vibe-ui,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/vibe-ui/versions/1.0.0,,,,1779706653374,
vocational-teaching-competition-advisor,kn705qkxd5q2sxd49s59dnfknd82dywx,https://clawhub.ai/skills/vocational-teaching-competition-advisor,clean_175;clean_pool,2.0.0,,https://clawhub.ai/api/v1/skills/vocational-teaching-competition-advisor/versions/2.0.0,,,,1779764818834,
wechat-article-formatter,kn77452razee70yn4t2cc5fk7n82msmh,https://clawhub.ai/skills/wechat-article-formatter,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/wechat-article-formatter/versions/1.0.0,,,,1779762182941,
wechat-article-pipeline,kn77452razee70yn4t2cc5fk7n82msmh,https://clawhub.ai/skills/wechat-article-pipeline,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/wechat-article-pipeline/versions/1.0.0,,,,1779762189534,
wechat-auto-article-writer,kn77452razee70yn4t2cc5fk7n82msmh,https://clawhub.ai/skills/wechat-auto-article-writer,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/wechat-auto-article-writer/versions/1.0.0,,,,1779762242770,
workflow-node-setup,kn78gn8re7srbmpjckc38hprqx822avd,https://clawhub.ai/skills/workflow-node-setup,clean_175;clean_pool,0.1.0,,https://clawhub.ai/api/v1/skills/workflow-node-setup/versions/0.1.0,,,,1779742821351,
xiaog-elevenlabs-tts,kn716ewtc7z7a76wre4bsckgas8398j1,https://clawhub.ai/skills/xiaog-elevenlabs-tts,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/xiaog-elevenlabs-tts/versions/1.0.0,,,,1779757407110,
xiaohongshu-growth-engine,kn737p650jyt8y8t6vhqbcyf1986f10s,https://clawhub.ai/skills/xiaohongshu-growth-engine,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/xiaohongshu-growth-engine/versions/1.0.0,,,,1779693185221,
xiaohongshu-viral-notes-generator-v2,kn78r4sn0arj035mvghw8v9h4587d6jr,https://clawhub.ai/skills/xiaohongshu-viral-notes-generator-v2,clean_175;clean_pool,2.0.0,,https://clawhub.ai/api/v1/skills/xiaohongshu-viral-notes-generator-v2/versions/2.0.0,,,,1779726643859,
xingmang-defense-judge,kn7ez4h284sw1q2f7zvmge91wx83jdbt,https://clawhub.ai/skills/xingmang-defense-judge,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/xingmang-defense-judge/versions/1.0.0,,,,1779691769295,
xpeng-china-delivery,kn7c8kzydhdz8n932jja3hes5s87e6w6,https://clawhub.ai/skills/xpeng-china-delivery,clean_175;clean_pool,1.0.1,,https://clawhub.ai/api/v1/skills/xpeng-china-delivery/versions/1.0.1,,,,1779793229755,
yumnb,kn75j2wjmb8jcbk318n6xedrb5815pcw,https://clawhub.ai/skills/yumnb,clean_175;clean_pool,0.1.1,,https://clawhub.ai/api/v1/skills/yumnb/versions/0.1.1,,,,1779740490580,
zhinao-vocational-policy,kn705qkxd5q2sxd49s59dnfknd82dywx,https://clawhub.ai/skills/zhinao-vocational-policy,clean_175;clean_pool,1.0.1,,https://clawhub.ai/api/v1/skills/zhinao-vocational-policy/versions/1.0.1,,,,1779789432108,
zhujue-characters,kn7btkebmsjez27dmr03454tn9851zp3,https://clawhub.ai/skills/zhujue-characters,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/zhujue-characters/versions/1.0.0,,,,1779729723906,
zmt-browser-matrix,kn76fgbdj79m9zr4c8dm9rscj982p21s,https://clawhub.ai/skills/zmt-browser-matrix,clean_175;clean_pool,1.0.16,,https://clawhub.ai/api/v1/skills/zmt-browser-matrix/versions/1.0.16,,,,1779689232586,
zoning-variance-application-narrative,kn798vfcxrgjdt230v34k8eqf584vpwv,https://clawhub.ai/skills/zoning-variance-application-narrative,clean_175;clean_pool,0.1.0,,https://clawhub.ai/api/v1/skills/zoning-variance-application-narrative/versions/0.1.0,,,,1779842945419,
zw3d-launcher,kn7b22jx4a3957m25ynf04x0ns87ckdq,https://clawhub.ai/skills/zw3d-launcher,clean_175;clean_pool,1.0.0,,https://clawhub.ai/api/v1/skills/zw3d-launcher/versions/1.0.0,,,,1779709281241,
agentic-customer-success-skill,kn7ehj6z0wqts287dw3xpve45s87are9,https://clawhub.ai/skills/agentic-customer-success-skill,clean_175;clean_pool;finding8_susp100,1.0.2,,https://clawhub.ai/api/v1/skills/agentic-customer-success-skill/versions/1.0.2,,,,1779801744192,
agentic-email-skill,kn7ehj6z0wqts287dw3xpve45s87are9,https://clawhub.ai/skills/agentic-email-skill,clean_175;clean_pool;finding8_susp100,1.0.9,,https://clawhub.ai/api/v1/skills/agentic-email-skill/versions/1.0.9,,,,1779827421841,
agentic-invoice-skill,kn7ehj6z0wqts287dw3xpve45s87are9,https://clawhub.ai/skills/agentic-invoice-skill,clean_175;clean_pool;finding8_susp100,1.0.10,,https://clawhub.ai/api/v1/skills/agentic-invoice-skill/versions/1.0.10,,,,1779834894024,
smartbi-cli,kn7bgapafkp5xjwz4xafxyynzx87dnfb,https://clawhub.ai/skills/smartbi-cli,clean_175;clean_pool;finding8_susp100,1.0.1,,https://clawhub.ai/api/v1/skills/smartbi-cli/versions/1.0.1,,,,1779845697452,
auditing-k8s-rbac,kn7exkvs9fr4ybh3yx6986mfw985c17g,https://clawhub.ai/skills/auditing-k8s-rbac,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/auditing-k8s-rbac/versions/1.0.0,,,,1779788095841,
auditing-terraform-security,kn7exkvs9fr4ybh3yx6986mfw985c17g,https://clawhub.ai/skills/auditing-terraform-security,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/auditing-terraform-security/versions/1.0.0,,,,1779788102930,
cap-cancer-synoptic-report-drafter,kn798vfcxrgjdt230v34k8eqf584vpwv,https://clawhub.ai/skills/cap-cancer-synoptic-report-drafter,clean_pool;finding8_clean25,0.1.0,,https://clawhub.ai/api/v1/skills/cap-cancer-synoptic-report-drafter/versions/0.1.0,,,,1779771290034,
china-cloud-deploy,kn7a6kxswmnbamxxthy2pgjrkn86vpfy,https://clawhub.ai/skills/china-cloud-deploy,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/china-cloud-deploy/versions/1.0.0,,,,1779787664394,
china-data-compliance,kn7a6kxswmnbamxxthy2pgjrkn86vpfy,https://clawhub.ai/skills/china-data-compliance,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/china-data-compliance/versions/1.0.0,,,,1779787979857,
china-dev-environment,kn7a6kxswmnbamxxthy2pgjrkn86vpfy,https://clawhub.ai/skills/china-dev-environment,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/china-dev-environment/versions/1.0.0,,,,1779787874193,
china-payment-integration,kn7a6kxswmnbamxxthy2pgjrkn86vpfy,https://clawhub.ai/skills/china-payment-integration,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/china-payment-integration/versions/1.0.0,,,,1779787771889,
chrome-bookmarks,kn7dym14m6zx7na6g78kt3fnfn8306jk,https://clawhub.ai/skills/chrome-bookmarks,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/chrome-bookmarks/versions/1.0.0,,,,1779782166731,
code-graph,kn787ypy8qst1csc9zmfk7mqmx87fm55,https://clawhub.ai/skills/code-graph,clean_pool;finding8_clean25,1.0.1,,https://clawhub.ai/api/v1/skills/code-graph/versions/1.0.1,,,,1779780446279,
database-semantic-to-sql,kn74572dhgzsd1yb43y0xdvcd584e5ht,https://clawhub.ai/skills/database-semantic-to-sql,clean_pool;finding8_clean25,1.0.3,,https://clawhub.ai/api/v1/skills/database-semantic-to-sql/versions/1.0.3,,,,1779781371558,
datayes-stock-analysis,kn7c4sgnt9tjekrkb2dw0mgf89831kqn,https://clawhub.ai/skills/datayes-stock-analysis,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/datayes-stock-analysis/versions/1.0.0,,,,1779778867442,
deal-genie,kn72bgttg9hq2r0qpzpa9vmvs587epgh,https://clawhub.ai/skills/deal-genie,clean_pool;finding8_clean25,1.3.0,,https://clawhub.ai/api/v1/skills/deal-genie/versions/1.3.0,,,,1779774037773,
download-guard,kn7b9sk9p1986cj2jrkjrp76r587f5pj,https://clawhub.ai/skills/download-guard,clean_pool;finding8_clean25,5.4.0,,https://clawhub.ai/api/v1/skills/download-guard/versions/5.4.0,,,,1779784330595,
ghg-corporate-inventory-drafter,kn798vfcxrgjdt230v34k8eqf584vpwv,https://clawhub.ai/skills/ghg-corporate-inventory-drafter,clean_pool;finding8_clean25,0.1.0,,https://clawhub.ai/api/v1/skills/ghg-corporate-inventory-drafter/versions/0.1.0,,,,1779771307558,
itjuzi,kn7d8dgnxqte63zk4pt75hd8g9871jqj,https://clawhub.ai/skills/itjuzi,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/itjuzi/versions/1.0.0,,,,1779778860809,
itjuzitelegram,kn7d8dgnxqte63zk4pt75hd8g9871jqj,https://clawhub.ai/skills/itjuzitelegram,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/itjuzitelegram/versions/1.0.0,,,,1779782302867,
lx-whisper-transcribe,kn70ycsjawv1emc74sgj2fcfwh877xm3,https://clawhub.ai/skills/lx-whisper-transcribe,clean_pool;finding8_clean25,1.1.0,,https://clawhub.ai/api/v1/skills/lx-whisper-transcribe/versions/1.1.0,,,,1779786106568,
omni-scraper,kn7f094jj9wn6pq99j0xfqvbh587ew2p,https://clawhub.ai/skills/omni-scraper,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/omni-scraper/versions/1.0.0,,,,1779782264877,
smart-readme-generator,kn761q9j3az399q824psjghp2587e6y6,https://clawhub.ai/skills/smart-readme-generator,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/smart-readme-generator/versions/1.0.0,,,,1779783581585,
structured-rads-report-drafter,kn798vfcxrgjdt230v34k8eqf584vpwv,https://clawhub.ai/skills/structured-rads-report-drafter,clean_pool;finding8_clean25,0.1.0,,https://clawhub.ai/api/v1/skills/structured-rads-report-drafter/versions/0.1.0,,,,1779771320458,
style-transfer,kn787ypy8qst1csc9zmfk7mqmx87fm55,https://clawhub.ai/skills/style-transfer,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/style-transfer/versions/1.0.0,,,,1779780620136,
sunshine-volunteer,kn7ez4h284sw1q2f7zvmge91wx83jdbt,https://clawhub.ai/skills/sunshine-volunteer,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/sunshine-volunteer/versions/1.0.0,,,,1779781790508,
wechat-miniapp-deploy,kn7a6kxswmnbamxxthy2pgjrkn86vpfy,https://clawhub.ai/skills/wechat-miniapp-deploy,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/wechat-miniapp-deploy/versions/1.0.0,,,,1779787546202,
xvpn-mcp-skill,kn70p9aht4jrvga52e94c0zttx874xn8,https://clawhub.ai/skills/xvpn-mcp-skill,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/xvpn-mcp-skill/versions/1.0.0,,,,1779788194770,
youmind-devto-article,kn70vgwgt9babmcxm5vbprdxp582q8h8,https://clawhub.ai/skills/youmind-devto-article,clean_pool;finding8_clean25,1.0.0,,https://clawhub.ai/api/v1/skills/youmind-devto-article/versions/1.0.0,,,,1779782540381,
academic-results-writer,kn76d4j3eye4fzegytyc5hthdn86bysx,https://clawhub.ai/skills/academic-results-writer,finding8_susp100,1.2.1,,https://clawhub.ai/api/v1/skills/academic-results-writer/versions/1.2.1,,,,1779785601144,
agent-init-skill,kn7d6rn796ntdec2gcxcavq7gs83s1bb,https://clawhub.ai/skills/agent-init-skill,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/agent-init-skill/versions/1.0.0,,,,1779787007242,
agent-pool,kn760a5kc9v88cgqxdfsbn70ps8479v3,https://clawhub.ai/skills/agent-pool,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/agent-pool/versions/1.0.0,,,,1779683615698,
aiha-exposure-assessment-strategy,kn798vfcxrgjdt230v34k8eqf584vpwv,https://clawhub.ai/skills/aiha-exposure-assessment-strategy,finding8_susp100,0.1.0,,https://clawhub.ai/api/v1/skills/aiha-exposure-assessment-strategy/versions/0.1.0,,,,1779771312759,
alibabacloud-safety-checker,kn74p5w8ywv6prh40g0s82gmqh83nw54,https://clawhub.ai/skills/alibabacloud-safety-checker,finding8_susp100,0.0.1,,https://clawhub.ai/api/v1/skills/alibabacloud-safety-checker/versions/0.0.1,,,,1779775380977,
auditing-aws-s3,kn7exkvs9fr4ybh3yx6986mfw985c17g,https://clawhub.ai/skills/auditing-aws-s3,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/auditing-aws-s3/versions/1.0.0,,,,1779788095414,
auditing-cis-benchmarks,kn7exkvs9fr4ybh3yx6986mfw985c17g,https://clawhub.ai/skills/auditing-cis-benchmarks,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/auditing-cis-benchmarks/versions/1.0.0,,,,1779788094887,
chace-ai-market-research,kn7exkvs9fr4ybh3yx6986mfw985c17g,https://clawhub.ai/skills/chace-ai-market-research,finding8_susp100,0.1.0,,https://clawhub.ai/api/v1/skills/chace-ai-market-research/versions/0.1.0,,,,1779775103626,
claude-devfleet,kn777srwbgsh3m6whaqnvcgx5n86fxq3,https://clawhub.ai/skills/claude-devfleet,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/claude-devfleet/versions/1.0.0,,,,1779741114944,
claude-statusline-skill,kn740dspnt5pyzkc21gr4yx9e9850my0,https://clawhub.ai/skills/claude-statusline-skill,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/claude-statusline-skill/versions/1.0.0,,,,1779600764522,
claw-home-dir-backup-restore,kn71023xnbt4mfrjvkaa0z2ycd8762ba,https://clawhub.ai/skills/claw-home-dir-backup-restore,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/claw-home-dir-backup-restore/versions/1.0.0,,,,1779714337799,
codex-history-visibility-repair,kn7az9pdfap79ps4bwzbf44k9582hqpv,https://clawhub.ai/skills/codex-history-visibility-repair,finding8_susp100,0.1.0,,https://clawhub.ai/api/v1/skills/codex-history-visibility-repair/versions/0.1.0,,,,1779780933402,
coding-pronoun-prompt-resolver,kn7aakh8bj9gfbh6ah7rtw6pf180g5qr,https://clawhub.ai/skills/coding-pronoun-prompt-resolver,finding8_susp100,0.10.0,,https://clawhub.ai/api/v1/skills/coding-pronoun-prompt-resolver/versions/0.10.0,,,,1779762484903,
compass-mcp,kn700jq4sjtf2anb0rk3ft4p7n856872,https://clawhub.ai/skills/compass-mcp,finding8_susp100,0.6.1,,https://clawhub.ai/api/v1/skills/compass-mcp/versions/0.6.1,,,,1779755458128,
cron-helper-mayf3,kn79h0gzthmt4j0wttf89v459h86vp9n,https://clawhub.ai/skills/cron-helper-mayf3,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/cron-helper-mayf3/versions/1.0.0,,,,1779758614385,
cross-platform-im-cli,kn7a6kxswmnbamxxthy2pgjrkn86vpfy,https://clawhub.ai/skills/cross-platform-im-cli,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/cross-platform-im-cli/versions/1.0.0,,,,1779783467238,
customs-ip-search,kn7cwbyf60yewer62jhhnjsev182atep,https://clawhub.ai/skills/customs-ip-search,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/customs-ip-search/versions/1.0.0,,,,1779706693930,
database-semantic-generator,kn74572dhgzsd1yb43y0xdvcd584e5ht,https://clawhub.ai/skills/database-semantic-generator,finding8_susp100,1.0.3,,https://clawhub.ai/api/v1/skills/database-semantic-generator/versions/1.0.3,,,,1779781317765,
datanexus-sdk-skills,kn77cw5hbmapf54rv89jdqwp7x835m4k,https://clawhub.ai/skills/datanexus-sdk-skills,finding8_susp100,1.0.1,,https://clawhub.ai/api/v1/skills/datanexus-sdk-skills/versions/1.0.1,,,,1779785515919,
debug-probe,kn7cwccex9yxvqgt66wp2ae4hn80vnmw,https://clawhub.ai/skills/debug-probe,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/debug-probe/versions/1.0.0,,,,1779768242336,
deepseek-toolkit,kn7dfpp85z5fypb8h8x6f0awvd87bh9v,https://clawhub.ai/skills/deepseek-toolkit,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/deepseek-toolkit/versions/1.0.0,,,,1779721622457,
